FIPS_x,state,county,target_2016,FIPS_y,target_2020
6037.0,CA,LOS ANGELES,0,6037.0,0
6039.0,CA,MADERA,1,6039.0,1
6041.0,CA,MARIN,0,6041.0,0
6043.0,CA,MARIPOSA,1,6043.0,1
6045.0,CA,MENDOCINO,0,6045.0,0
6047.0,CA,MERCED,0,6047.0,0
6049.0,CA,MODOC,1,6049.0,1
6051.0,CA,MONO,0,6051.0,0
6053.0,CA,MONTEREY,0,6053.0,0
6055.0,CA,NAPA,0,6055.0,0
6057.0,CA,NEVADA,0,6057.0,0
6059.0,CA,ORANGE,0,6059.0,0
6061.0,CA,PLACER,1,6061.0,1
6063.0,CA,PLUMAS,1,6063.0,1
6065.0,CA,RIVERSIDE,0,6065.0,0
6067.0,CA,SACRAMENTO,0,6067.0,0
6069.0,CA,SAN BENITO,0,6069.0,0
6071.0,CA,SAN BERNARDINO,0,6071.0,0
6073.0,CA,SAN DIEGO,0,6073.0,0
6075.0,CA,SAN FRANCISCO,0,6075.0,0
6079.0,CA,SAN LUIS OBISPO,0,6079.0,0
6081.0,CA,SAN MATEO,0,6081.0,0
6083.0,CA,SANTA BARBARA,0,6083.0,0
6085.0,CA,SANTA CLARA,0,6085.0,0
6087.0,CA,SANTA CRUZ,0,6087.0,0
6089.0,CA,SHASTA,1,6089.0,1
6091.0,CA,SIERRA,1,6091.0,1
6093.0,CA,SISKIYOU,1,6093.0,1
6095.0,CA,SOLANO,0,6095.0,0
6097.0,CA,SONOMA,0,6097.0,0
6099.0,CA,STANISLAUS,0,6099.0,0
6101.0,CA,SUTTER,1,6101.0,1
6103.0,CA,TEHAMA,1,6103.0,1
6105.0,CA,TRINITY,1,6105.0,1
6107.0,CA,TULARE,1,6107.0,1
6109.0,CA,TUOLUMNE,1,6109.0,1
6111.0,CA,VENTURA,0,6111.0,0
6113.0,CA,YOLO,0,6113.0,0
6115.0,CA,YUBA,1,6115.0,1
8001.0,CO,ADAMS,0,8001.0,0
8003.0,CO,ALAMOSA,0,8003.0,1
8005.0,CO,ARAPAHOE,0,8005.0,0
8007.0,CO,ARCHULETA,1,8007.0,1
8009.0,CO,BACA,1,8009.0,1
8011.0,CO,BENT,1,8011.0,1
8013.0,CO,BOULDER,0,8013.0,0
8014.0,CO,BROOMFIELD,0,8014.0,0
8015.0,CO,CHAFFEE,1,8015.0,0
8017.0,CO,CHEYENNE,1,8017.0,1
8019.0,CO,CLEAR CREEK,0,8019.0,0
8021.0,CO,CONEJOS,1,8021.0,1
8023.0,CO,COSTILLA,0,8023.0,0
8025.0,CO,CROWLEY,1,8025.0,1
8027.0,CO,CUSTER,1,8027.0,1
8029.0,CO,DELTA,1,8029.0,1
8031.0,CO,DENVER,0,8031.0,0
8033.0,CO,DOLORES,1,8033.0,1
8035.0,CO,DOUGLAS,1,8035.0,1
8037.0,CO,EAGLE,0,8037.0,0
8039.0,CO,ELBERT,1,8039.0,1
8041.0,CO,EL PASO,1,8041.0,1
8043.0,CO,FREMONT,1,8043.0,1
8045.0,CO,GARFIELD,1,8045.0,0
8047.0,CO,GILPIN,0,8047.0,0
8049.0,CO,GRAND,1,8049.0,1
8051.0,CO,GUNNISON,0,8051.0,0
8053.0,CO,HINSDALE,1,8053.0,1
8055.0,CO,HUERFANO,1,8055.0,1
8057.0,CO,JACKSON,1,8057.0,1
8059.0,CO,JEFFERSON,0,8059.0,0
8061.0,CO,KIOWA,1,8061.0,1
8063.0,CO,KIT CARSON,1,8063.0,1
8065.0,CO,LAKE,0,8065.0,0
8067.0,CO,LA PLATA,0,8067.0,0
8069.0,CO,LARIMER,0,8069.0,0
8071.0,CO,LAS ANIMAS,1,8071.0,1
8073.0,CO,LINCOLN,1,8073.0,1
8075.0,CO,LOGAN,1,8075.0,1
8077.0,CO,MESA,1,8077.0,1
8079.0,CO,MINERAL,1,8079.0,1
8081.0,CO,MOFFAT,1,8081.0,1
8083.0,CO,MONTEZUMA,1,8083.0,1
8085.0,CO,MONTROSE,1,8085.0,1
8087.0,CO,MORGAN,1,8087.0,1
8089.0,CO,OTERO,1,8089.0,1
8091.0,CO,OURAY,0,8091.0,0
8093.0,CO,PARK,1,8093.0,1
8095.0,CO,PHILLIPS,1,8095.0,1
8097.0,CO,PITKIN,0,8097.0,0
8099.0,CO,PROWERS,1,8099.0,1
8101.0,CO,PUEBLO,1,8101.0,0
8103.0,CO,RIO BLANCO,1,8103.0,1
8105.0,CO,RIO GRANDE,1,8105.0,1
8107.0,CO,ROUTT,0,8107.0,0
8109.0,CO,SAGUACHE,0,8109.0,0
8111.0,CO,SAN JUAN,0,8111.0,0
8113.0,CO,SAN MIGUEL,0,8113.0,0
8115.0,CO,SEDGWICK,1,8115.0,1
8117.0,CO,SUMMIT,0,8117.0,0
8119.0,CO,TELLER,1,8119.0,1
8121.0,CO,WASHINGTON,1,8121.0,1
8123.0,CO,WELD,1,8123.0,1
8125.0,CO,YUMA,1,8125.0,1
9001.0,CT,FAIRFIELD,0,9001.0,0
9003.0,CT,HARTFORD,0,9003.0,0
9005.0,CT,LITCHFIELD,1,9005.0,1
9007.0,CT,MIDDLESEX,0,9007.0,0
9009.0,CT,NEW HAVEN,0,9009.0,0
9011.0,CT,NEW LONDON,0,9011.0,0
9013.0,CT,TOLLAND,0,9013.0,0
9015.0,CT,WINDHAM,1,9015.0,1
10001.0,DE,KENT,1,10001.0,0
10003.0,DE,NEW CASTLE,0,10003.0,0
10005.0,DE,SUSSEX,1,10005.0,1
12001.0,FL,ALACHUA,0,12001.0,0
12003.0,FL,BAKER,1,12003.0,1
12005.0,FL,BAY,1,12005.0,1
12007.0,FL,BRADFORD,1,12007.0,1
12009.0,FL,BREVARD,1,12009.0,1
12011.0,FL,BROWARD,0,12011.0,0
12013.0,FL,CALHOUN,1,12013.0,1
12015.0,FL,CHARLOTTE,1,12015.0,1
12017.0,FL,CITRUS,1,12017.0,1
12019.0,FL,CLAY,1,12019.0,1
12021.0,FL,COLLIER,1,12021.0,1
12023.0,FL,COLUMBIA,1,12023.0,1
12027.0,FL,DESOTO,1,12027.0,1
12029.0,FL,DIXIE,1,12029.0,1
12031.0,FL,DUVAL,1,12031.0,0
12033.0,FL,ESCAMBIA,1,12033.0,1
12035.0,FL,FLAGLER,1,12035.0,1
12037.0,FL,FRANKLIN,1,12037.0,1
12039.0,FL,GADSDEN,0,12039.0,0
12041.0,FL,GILCHRIST,1,12041.0,1
12043.0,FL,GLADES,1,12043.0,1
12045.0,FL,GULF,1,12045.0,1
12047.0,FL,HAMILTON,1,12047.0,1
12049.0,FL,HARDEE,1,12049.0,1
12051.0,FL,HENDRY,1,12051.0,1
12053.0,FL,HERNANDO,1,12053.0,1
12055.0,FL,HIGHLANDS,1,12055.0,1
12057.0,FL,HILLSBOROUGH,0,12057.0,0
12059.0,FL,HOLMES,1,12059.0,1
12061.0,FL,INDIAN RIVER,1,12061.0,1
12063.0,FL,JACKSON,1,12063.0,1
12065.0,FL,JEFFERSON,1,12065.0,1
12067.0,FL,LAFAYETTE,1,12067.0,1
12069.0,FL,LAKE,1,12069.0,1
12071.0,FL,LEE,1,12071.0,1
12073.0,FL,LEON,0,12073.0,0
12075.0,FL,LEVY,1,12075.0,1
12077.0,FL,LIBERTY,1,12077.0,1
12079.0,FL,MADISON,1,12079.0,1
12081.0,FL,MANATEE,1,12081.0,1
12083.0,FL,MARION,1,12083.0,1
12085.0,FL,MARTIN,1,12085.0,1
12086.0,FL,MIAMI-DADE,0,12086.0,0
12087.0,FL,MONROE,1,12087.0,1
12089.0,FL,NASSAU,1,12089.0,1
12091.0,FL,OKALOOSA,1,12091.0,1
12093.0,FL,OKEECHOBEE,1,12093.0,1
12095.0,FL,ORANGE,0,12095.0,0
12097.0,FL,OSCEOLA,0,12097.0,0
12099.0,FL,PALM BEACH,0,12099.0,0
12101.0,FL,PASCO,1,12101.0,1
12103.0,FL,PINELLAS,1,12103.0,0
12105.0,FL,POLK,1,12105.0,1
12107.0,FL,PUTNAM,1,12107.0,1
12109.0,FL,ST. JOHNS,1,12109.0,1
12111.0,FL,ST. LUCIE,1,12111.0,1
12113.0,FL,SANTA ROSA,1,12113.0,1
12115.0,FL,SARASOTA,1,12115.0,1
12117.0,FL,SEMINOLE,1,12117.0,0
12119.0,FL,SUMTER,1,12119.0,1
12121.0,FL,SUWANNEE,1,12121.0,1
12123.0,FL,TAYLOR,1,12123.0,1
12125.0,FL,UNION,1,12125.0,1
12127.0,FL,VOLUSIA,1,12127.0,1
12129.0,FL,WAKULLA,1,12129.0,1
12131.0,FL,WALTON,1,12131.0,1
12133.0,FL,WASHINGTON,1,12133.0,1
13001.0,GA,APPLING,1,13001.0,1
13003.0,GA,ATKINSON,1,13003.0,1
13005.0,GA,BACON,1,13005.0,1
13007.0,GA,BAKER,1,13007.0,0
13009.0,GA,BALDWIN,0,13009.0,0
13011.0,GA,BANKS,1,13011.0,1
13013.0,GA,BARROW,1,13013.0,1
13015.0,GA,BARTOW,1,13015.0,1
13017.0,GA,BEN HILL,1,13017.0,0
13019.0,GA,BERRIEN,1,13019.0,1
13021.0,GA,BIBB,0,13021.0,0
13023.0,GA,BLECKLEY,1,13023.0,1
13025.0,GA,BRANTLEY,1,13025.0,1
13027.0,GA,BROOKS,1,13027.0,0
13029.0,GA,BRYAN,1,13029.0,0
13031.0,GA,BULLOCH,1,13031.0,0
13033.0,GA,BURKE,0,13033.0,0
13035.0,GA,BUTTS,1,13035.0,1
13037.0,GA,CALHOUN,0,13037.0,0
13039.0,GA,CAMDEN,1,13039.0,0
13043.0,GA,CANDLER,1,13043.0,0
13045.0,GA,CARROLL,1,13045.0,1
13047.0,GA,CATOOSA,1,13047.0,1
13049.0,GA,CHARLTON,1,13049.0,1
13051.0,GA,CHATHAM,0,13051.0,0
13053.0,GA,CHATTAHOOCHEE,1,13053.0,0
13055.0,GA,CHATTOOGA,1,13055.0,1
13057.0,GA,CHEROKEE,1,13057.0,1
13059.0,GA,CLARKE,0,13059.0,0
13061.0,GA,CLAY,0,13061.0,0
13063.0,GA,CLAYTON,0,13063.0,0
13065.0,GA,CLINCH,1,13065.0,1
13067.0,GA,COBB,0,13067.0,0
13069.0,GA,COFFEE,1,13069.0,0
13071.0,GA,COLQUITT,1,13071.0,1
13073.0,GA,COLUMBIA,1,13073.0,0
13075.0,GA,COOK,1,13075.0,0
13077.0,GA,COWETA,1,13077.0,1
13079.0,GA,CRAWFORD,1,13079.0,1
13081.0,GA,CRISP,1,13081.0,0
13083.0,GA,DADE,1,13083.0,1
13085.0,GA,DAWSON,1,13085.0,1
13087.0,GA,DECATUR,1,13087.0,0
13089.0,GA,DEKALB,0,13089.0,0
13091.0,GA,DODGE,1,13091.0,1
13093.0,GA,DOOLY,1,13093.0,0
13095.0,GA,DOUGHERTY,0,13095.0,0
13097.0,GA,DOUGLAS,0,13097.0,0
13099.0,GA,EARLY,1,13099.0,0
13101.0,GA,ECHOLS,1,13101.0,1
13103.0,GA,EFFINGHAM,1,13103.0,1
13105.0,GA,ELBERT,1,13105.0,0
13107.0,GA,EMANUEL,1,13107.0,1
13109.0,GA,EVANS,1,13109.0,1
13111.0,GA,FANNIN,1,13111.0,1
13113.0,GA,FAYETTE,1,13113.0,0
13115.0,GA,FLOYD,1,13115.0,1
13117.0,GA,FORSYTH,1,13117.0,0
13119.0,GA,FRANKLIN,1,13119.0,1
13121.0,GA,FULTON,0,13121.0,0
13123.0,GA,GILMER,1,13123.0,1
13125.0,GA,GLASCOCK,1,13125.0,1
13127.0,GA,GLYNN,1,13127.0,0
13129.0,GA,GORDON,1,13129.0,1
13131.0,GA,GRADY,1,13131.0,0
13133.0,GA,GREENE,1,13133.0,0
13135.0,GA,GWINNETT,0,13135.0,0
13137.0,GA,HABERSHAM,1,13137.0,1
13139.0,GA,HALL,1,13139.0,1
13141.0,GA,HANCOCK,0,13141.0,0
13143.0,GA,HARALSON,1,13143.0,1
13145.0,GA,HARRIS,1,13145.0,1
13147.0,GA,HART,1,13147.0,1
13149.0,GA,HEARD,1,13149.0,1
13151.0,GA,HENRY,0,13151.0,0
13153.0,GA,HOUSTON,1,13153.0,0
13155.0,GA,IRWIN,1,13155.0,1
13157.0,GA,JACKSON,1,13157.0,1
13159.0,GA,JASPER,1,13159.0,1
13161.0,GA,JEFF DAVIS,1,13161.0,1
13163.0,GA,JEFFERSON,0,13163.0,0
13165.0,GA,JENKINS,1,13165.0,0
13167.0,GA,JOHNSON,1,13167.0,0
13169.0,GA,JONES,1,13169.0,0
13171.0,GA,LAMAR,1,13171.0,0
13173.0,GA,LANIER,1,13173.0,0
13175.0,GA,LAURENS,1,13175.0,0
13177.0,GA,LEE,1,13177.0,0
13179.0,GA,LIBERTY,0,13179.0,0
13181.0,GA,LINCOLN,1,13181.0,0
13183.0,GA,LONG,1,13183.0,0
13185.0,GA,LOWNDES,1,13185.0,0
13187.0,GA,LUMPKIN,1,13187.0,1
13189.0,GA,MCDUFFIE,1,13189.0,0
13191.0,GA,MCINTOSH,1,13191.0,0
13193.0,GA,MACON,0,13193.0,0
13195.0,GA,MADISON,1,13195.0,1
13197.0,GA,MARION,1,13197.0,0
13199.0,GA,MERIWETHER,1,13199.0,0
13201.0,GA,MILLER,1,13201.0,1
13205.0,GA,MITCHELL,1,13205.0,0
13207.0,GA,MONROE,1,13207.0,0
13209.0,GA,MONTGOMERY,1,13209.0,1
13211.0,GA,MORGAN,1,13211.0,0
13213.0,GA,MURRAY,1,13213.0,1
13215.0,GA,MUSCOGEE,0,13215.0,0
13217.0,GA,NEWTON,0,13217.0,0
13219.0,GA,OCONEE,1,13219.0,0
13221.0,GA,OGLETHORPE,1,13221.0,1
13223.0,GA,PAULDING,1,13223.0,0
13225.0,GA,PEACH,1,13225.0,0
13227.0,GA,PICKENS,1,13227.0,1
13229.0,GA,PIERCE,1,13229.0,1
13231.0,GA,PIKE,1,13231.0,1
13233.0,GA,POLK,1,13233.0,1
13235.0,GA,PULASKI,1,13235.0,0
13237.0,GA,PUTNAM,1,13237.0,1
13239.0,GA,QUITMAN,1,13239.0,0
13241.0,GA,RABUN,1,13241.0,1
13243.0,GA,RANDOLPH,0,13243.0,0
13245.0,GA,RICHMOND,0,13245.0,0
13247.0,GA,ROCKDALE,0,13247.0,0
13249.0,GA,SCHLEY,1,13249.0,0
13251.0,GA,SCREVEN,1,13251.0,0
13253.0,GA,SEMINOLE,1,13253.0,1
13255.0,GA,SPALDING,1,13255.0,0
13257.0,GA,STEPHENS,1,13257.0,1
13259.0,GA,STEWART,0,13259.0,0
13261.0,GA,SUMTER,0,13261.0,0
13263.0,GA,TALBOT,0,13263.0,0
13265.0,GA,TALIAFERRO,0,13265.0,0
13267.0,GA,TATTNALL,1,13267.0,1
13269.0,GA,TAYLOR,1,13269.0,0
13271.0,GA,TELFAIR,1,13271.0,0
13273.0,GA,TERRELL,0,13273.0,0
13275.0,GA,THOMAS,1,13275.0,0
13277.0,GA,TIFT,1,13277.0,0
13279.0,GA,TOOMBS,1,13279.0,1
13281.0,GA,TOWNS,1,13281.0,1
13283.0,GA,TREUTLEN,1,13283.0,0
13285.0,GA,TROUP,1,13285.0,0
13287.0,GA,TURNER,1,13287.0,0
13289.0,GA,TWIGGS,1,13289.0,0
13291.0,GA,UNION,1,13291.0,1
13293.0,GA,UPSON,1,13293.0,0
13295.0,GA,WALKER,1,13295.0,1
13297.0,GA,WALTON,1,13297.0,1
13299.0,GA,WARE,1,13299.0,0
13301.0,GA,WARREN,0,13301.0,0
13303.0,GA,WASHINGTON,0,13303.0,0
13305.0,GA,WAYNE,1,13305.0,1
13307.0,GA,WEBSTER,1,13307.0,0
13309.0,GA,WHEELER,1,13309.0,1
13311.0,GA,WHITE,1,13311.0,1
13313.0,GA,WHITFIELD,1,13313.0,1
13315.0,GA,WILCOX,1,13315.0,1
13317.0,GA,WILKES,1,13317.0,0
13319.0,GA,WILKINSON,1,13319.0,0
13321.0,GA,WORTH,1,13321.0,0
15001.0,HI,HAWAII,0,15001.0,0
15003.0,HI,HONOLULU,0,15003.0,0
15007.0,HI,KAUAI,0,15007.0,0
15009.0,HI,MAUI,0,15009.0,0
16001.0,ID,ADA,1,16001.0,1
16003.0,ID,ADAMS,1,16003.0,1
16005.0,ID,BANNOCK,1,16005.0,1
16007.0,ID,BEAR LAKE,1,16007.0,1
16009.0,ID,BENEWAH,1,16009.0,1
16011.0,ID,BINGHAM,1,16011.0,1
16013.0,ID,BLAINE,0,16013.0,0
16015.0,ID,BOISE,1,16015.0,1
16017.0,ID,BONNER,1,16017.0,1
16019.0,ID,BONNEVILLE,1,16019.0,1
16021.0,ID,BOUNDARY,1,16021.0,1
16023.0,ID,BUTTE,1,16023.0,1
16025.0,ID,CAMAS,1,16025.0,1
16027.0,ID,CANYON,1,16027.0,1
16029.0,ID,CARIBOU,1,16029.0,1
16031.0,ID,CASSIA,1,16031.0,1
16033.0,ID,CLARK,1,16033.0,1
16035.0,ID,CLEARWATER,1,16035.0,1
16037.0,ID,CUSTER,1,16037.0,1
16039.0,ID,ELMORE,1,16039.0,1
16041.0,ID,FRANKLIN,1,16041.0,1
16043.0,ID,FREMONT,1,16043.0,1
16045.0,ID,GEM,1,16045.0,1
16047.0,ID,GOODING,1,16047.0,1
16049.0,ID,IDAHO,1,16049.0,1
16051.0,ID,JEFFERSON,1,16051.0,1
16053.0,ID,JEROME,1,16053.0,1
16055.0,ID,KOOTENAI,1,16055.0,1
