,all_skew_diff,1620_skew_diff,FIPS,county,state,Population(2010),Latitude,Longitude
989,3.495,1.7400000000000002,21047.0,CHRISTIAN,KY,73955,36.89338,-87.49355
2010,12.34,1.7399999999999984,38095.0,TOWNER,ND,2246,48.68218,-99.24815
895,6.3050000000000015,1.730000000000004,20069.0,GRAY,KS,6006,37.74451,-100.45171
597,27.295,1.7300000000000004,17059.0,GALLATIN,IL,5589,37.76867,-88.22796
936,7.305,1.7300000000000004,20151.0,PRATT,KS,9656,37.64759,-98.74012
1706,4.485000000000001,1.7300000000000004,31159.0,SEWARD,NE,16750,40.87194,-97.14038
2223,7.520000000000001,1.7300000000000004,42013.0,BLAIR,PA,127089,40.49792,-78.31064
323,1.8249999999999993,1.7300000000000004,12061.0,INDIAN RIVER,FL,138028,27.70063,-80.5748
1404,2.4699999999999998,1.73,28061.0,JASPER,MS,17062,32.01698,-89.11943
724,6.15,1.7200000000000024,18109.0,MORGAN,IN,68894,39.48264,-86.44745
2947,5.085000000000001,1.7200000000000024,53043.0,LINCOLN,WA,10570,47.58271,-118.41766
1133,8.435,1.7200000000000006,22095.0,ST. JOHN THE BAPTIST,LA,45924,30.11747,-90.50467
648,3.3999999999999995,1.7200000000000006,17161.0,ROCK ISLAND,IL,147546,41.4684,-90.5722
2191,6.619999999999999,1.7199999999999989,41021.0,GILLIAM,OR,1871,45.38166,-120.21185
1059,13.485,1.7199999999999989,21187.0,OWEN,KY,10841,38.4996,-84.8415
2981,16.91,1.7199999999999989,54033.0,HARRISON,WV,69099,39.27919,-80.38648
2190,2.8649999999999984,1.7199999999999989,41019.0,DOUGLAS,OR,107667,43.2859,-123.15438
877,7.840000000000003,1.7100000000000009,20033.0,COMANCHE,KS,1891,37.18907,-99.25408
1671,5.830000000000002,1.7100000000000009,31089.0,HOLT,NE,10435,42.45928,-98.78476
1797,5.32,1.7100000000000009,35055.0,TAOS,NM,32937,36.57652,-105.63798
1711,7.104999999999999,1.7100000000000009,31169.0,THAYER,NE,5228,40.17384,-97.59626
1731,11.19,1.7100000000000009,32023.0,NYE,NV,43946,37.96637,-116.45904
2469,25.105,1.7099999999999973,47139.0,POLK,TN,16825,35.10943,-84.54111
1644,6.484999999999998,1.7099999999999973,31035.0,CLAY,NE,6542,40.52366,-98.05105
549,2.205000000000002,1.7000000000000028,16051.0,JEFFERSON,ID,26140,43.79696,-112.31858
946,4.935000000000002,1.7000000000000028,20171.0,SCOTT,KS,4936,38.48187,-100.90636
69,27.1,1.700000000000001,2020.0,DISTRICT 20,AK,291826,61.17754,-149.27435
1004,18.729999999999997,1.6999999999999993,21077.0,GALLATIN,KY,8589,38.76018,-84.86211
3029,13.48,1.6999999999999993,55019.0,CLARK,WI,34690,44.73359,-90.6102
1062,27.195,1.6999999999999993,21193.0,PERRY,KY,28712,37.24128,-83.21777
1087,23.225,1.6999999999999993,22003.0,ALLEN,LA,25764,30.65274,-92.8196
2370,13.115,1.6999999999999993,46073.0,JERAULD,SD,2071,44.06341,-98.62318
2425,23.59,1.6999999999999993,47051.0,FRANKLIN,TN,41052,35.15592,-86.0992
2712,4.800000000000001,1.6999999999999993,48435.0,SUTTON,TX,4128,30.51786,-100.50539
2027,10.629999999999999,1.6999999999999993,39023.0,CLARK,OH,138333,39.91703,-83.78367
2400,11.754999999999999,1.6900000000000013,47001.0,ANDERSON,TN,75129,36.11673,-84.19541
1607,1.714999999999999,1.6900000000000013,30073.0,PONDERA,MT,6153,48.23031,-112.21992
2218,1.495,1.6900000000000013,42003.0,ALLEGHENY,PA,1223348,40.46892,-79.98092
2051,14.165,1.6899999999999977,39071.0,HIGHLAND,OH,43589,39.18448,-83.60366
993,20.365000000000002,1.6899999999999977,21055.0,CRITTENDEN,KY,9315,37.35814,-88.10501
2628,7.295,1.6799999999999997,48267.0,KIMBLE,TX,4607,30.47947,-99.74639
1700,8.98,1.6799999999999997,31147.0,RICHARDSON,NE,8363,40.12374,-95.7186
2361,7.93,1.6799999999999997,46055.0,HAAKON,SD,1937,44.28431,-101.59179
2990,20.82,1.6799999999999997,54051.0,MARSHALL,WV,33107,39.85471,-80.67137
231,10.06,1.6799999999999997,8025.0,CROWLEY,CO,5823,38.32195,-103.78756
1256,4.8149999999999995,1.6799999999999997,26105.0,MASON,MI,28705,43.99663,-86.75081
2054,10.935,1.6700000000000017,39077.0,HURON,OH,59626,41.14508,-82.59464
2275,8.669999999999998,1.6700000000000017,42117.0,TIOGA,PA,41981,41.76685,-77.25728
1219,9.95,1.6700000000000017,26031.0,CHEBOYGAN,MI,26152,45.47612,-84.49527
1697,1.67,1.6699999999999982,31141.0,PLATTE,NE,32237,41.57686,-97.51346
2266,4.5600000000000005,1.6600000000000001,42099.0,PERRY,PA,45969,40.39778,-77.26632
903,9.175,1.6600000000000001,20085.0,JACKSON,KS,13462,39.41098,-95.7945
2379,5.705,1.6600000000000001,46091.0,MARSHALL,SD,4656,45.73705,-97.58088
723,3.825000000000001,1.6600000000000001,18107.0,MONTGOMERY,IN,38124,40.04029,-86.89271
707,12.865000000000002,1.6600000000000001,18075.0,JAY,IN,21253,40.43497,-85.00338
3064,1.0999999999999996,1.6600000000000001,55087.0,OUTAGAMIE,WI,176695,44.41822,-88.46498
1225,11.095,1.6500000000000021,26043.0,DICKINSON,MI,26168,46.01282,-87.86611
1829,10.94,1.6500000000000004,36057.0,MONTGOMERY,NY,50219,42.90089,-74.43535
1734,5.07,1.65,32031.0,WASHOE,NV,421407,40.70331,-119.71031
558,2.6449999999999996,1.6499999999999986,16069.0,NEZ PERCE,ID,39265,46.33376,-116.7609
2612,6.025000000000002,1.6499999999999986,48235.0,IRION,TX,1599,31.30342,-100.9813
316,9.835,1.6400000000000006,12047.0,HAMILTON,FL,14799,30.4911,-82.95104
943,12.23,1.6400000000000006,20165.0,RUSH,KS,3307,38.52359,-99.30918
928,10.465000000000002,1.6400000000000006,20135.0,NESS,KS,3107,38.48043,-99.90874
1046,8.450000000000003,1.6400000000000006,21161.0,MASON,KY,17490,38.59406,-83.82805
2935,1.3499999999999996,1.6400000000000006,53019.0,FERRY,WA,7551,48.43724,-118.51707
1730,6.005,1.6400000000000006,32021.0,MINERAL,NV,4772,38.51664,-118.41627
1345,14.195,1.6400000000000006,27117.0,PIPESTONE,MN,9596,44.01536,-96.25701
681,5.360000000000001,1.629999999999999,18023.0,CLINTON,IN,33224,40.30594,-86.47756
2364,10.965,1.629999999999999,46061.0,HANSON,SD,3331,43.68061,-97.79684
520,7.324999999999999,1.629999999999999,15001.0,HAWAII,HI,185079,19.59776,-155.50244
1086,17.215000000000003,1.629999999999999,22001.0,ACADIA,LA,61773,30.29149,-92.41103
926,11.555,1.6299999999999955,20131.0,NEMAHA,KS,10178,39.79104,-96.00538
2433,18.240000000000002,1.6299999999999955,47067.0,HANCOCK,TN,6819,36.52142,-83.22745
980,9.535,1.620000000000001,21029.0,BULLITT,KY,74319,37.96957,-85.70303
2039,12.38,1.620000000000001,39047.0,FAYETTE,OH,29030,39.55384,-83.45932
3020,16.095,1.620000000000001,55001.0,ADAMS,WI,20875,43.97376,-89.76722
1963,6.77,1.620000000000001,38001.0,ADAMS,ND,2343,46.09681,-102.53319
890,5.78,1.620000000000001,20059.0,FRANKLIN,KS,25992,38.55801,-95.27896
1388,6.72,1.62,28029.0,COPIAH,MS,29449,31.86691,-90.44875
1810,2.0300000000000002,1.6199999999999999,36019.0,CLINTON,NY,82128,44.75271,-73.70564
2644,5.74,1.6199999999999974,48299.0,LLANO,TX,19301,30.70758,-98.68469
2977,14.514999999999999,1.6199999999999974,54025.0,GREENBRIER,WV,35480,37.92441,-80.45059
2074,12.94,1.610000000000003,39117.0,MORROW,OH,34827,40.52526,-82.79772
1855,10.64,1.610000000000003,36109.0,TOMPKINS,NY,101564,42.45328,-76.47371
2679,4.155000000000001,1.6099999999999994,48369.0,PARMER,TX,10269,34.53216,-102.78485
2567,9.945,1.6099999999999994,48145.0,FALLS,TX,17866,31.25193,-96.93412
1493,19.169999999999998,1.6099999999999994,29075.0,GENTRY,MO,6738,40.20937,-94.40411
910,11.989999999999998,1.6000000000000014,20099.0,LABETTE,KS,21607,37.19146,-95.29747
1243,12.28,1.6000000000000014,26079.0,KALKASKA,MI,17153,44.67888,-85.08899
639,1.6949999999999998,1.6,17143.0,PEORIA,IL,186494,40.78599,-89.76735
1072,11.455,1.5999999999999979,21213.0,SIMPSON,KY,17327,36.74086,-86.58146
1159,4.245,1.5900000000000007,23019.0,PENOBSCOT,ME,153923,45.3906,-68.65748
977,12.145000000000001,1.5800000000000018,21023.0,BRACKEN,KY,8488,38.67852,-84.10035
1577,2.8450000000000006,1.58,30013.0,CASCADE,MT,81327,47.31644,-111.35057
2956,5.885,1.58,53061.0,SNOHOMISH,WA,713335,48.05491,-121.76641
1355,8.065000000000001,1.58,27137.0,SAINT LOUIS,MN,200226,47.58385,-92.46364
1394,10.934999999999999,1.5799999999999983,28041.0,GREENE,MS,14400,31.21284,-88.63481
2700,12.444999999999999,1.5799999999999983,48411.0,SAN SABA,TX,6131,31.15513,-98.81929
2932,1.1550000000000011,1.5799999999999983,53013.0,COLUMBIA,WA,4078,46.29285,-117.91163
2427,24.96,1.5799999999999983,47055.0,GILES,TN,29485,35.20272,-87.03531
1230,8.97,1.5700000000000003,26053.0,GOGEBIC,MI,16427,46.48805,-89.78831
2075,11.75,1.5700000000000003,39119.0,MUSKINGUM,OH,86074,39.96604,-81.9435
1005,8.24,1.5700000000000003,21079.0,GARRARD,KY,16912,37.63016,-84.54585
360,12.13,1.5700000000000003,12133.0,WASHINGTON,FL,24896,30.60221,-85.66279
1352,5.33,1.5699999999999998,27131.0,RICE,MN,64142,44.35094,-93.2985
3037,0.4949999999999999,1.5699999999999998,55035.0,EAU CLAIRE,WI,98736,44.72635,-91.28641
1101,8.575,1.5699999999999985,22031.0,DE SOTO,LA,26656,32.05924,-93.74079
536,1.8400000000000016,1.5600000000000023,16025.0,CAMAS,ID,1117,43.46339,-114.80442
669,4.265000000000001,1.5600000000000023,17203.0,WOODFORD,IL,38664,40.78959,-89.2103
167,0.21999999999999975,1.5600000000000005,6015.0,DEL NORTE,CA,28610,41.7499,-123.98099
1217,9.375,1.5600000000000005,26027.0,CASS,MI,52293,41.91624,-85.99945
1417,8.76,1.56,28087.0,LOWNDES,MS,59779,33.47142,-88.43972
2048,13.54,1.5599999999999987,39065.0,HARDIN,OH,32058,40.66041,-83.66407
3006,15.995000000000001,1.5500000000000007,54083.0,RANDOLPH,WV,29405,38.78108,-79.86778
1105,14.96,1.5500000000000007,22039.0,EVANGELINE,LA,33984,30.72069,-92.40408
2991,23.270000000000003,1.5500000000000007,54053.0,MASON,WV,27324,38.75928,-82.02417
2043,1.0349999999999993,1.5500000000000007,39055.0,GEAUGA,OH,93389,41.49932,-81.1735
2066,11.04,1.5500000000000007,39101.0,MARION,OH,66501,40.5882,-83.17292
174,8.915000000000001,1.5499999999999998,6029.0,KERN,CA,839631,35.34662,-118.7295
326,14.034999999999998,1.5499999999999972,12067.0,LAFAYETTE,FL,8870,29.99006,-83.17851
1635,4.875,1.5499999999999972,31017.0,BROWN,NE,3145,42.34939,-99.92317
2913,9.100000000000001,1.5400000000000063,51730.0,PETERSBURG,VA,32420,37.20473,-77.39236
2187,6.710000000000001,1.5400000000000027,41013.0,CROOK,OR,20978,44.16305,-120.37158
1299,11.005,1.540000000000001,27025.0,CHISAGO,MN,53887,45.50544,-92.90384
54,3.3449999999999998,1.5399999999999991,1109.0,PIKE,AL,32899,31.79872,-85.94199
1709,3.580000000000002,1.5399999999999991,31165.0,SIOUX,NE,1311,42.4838,-103.7426
1312,11.86,1.5399999999999991,27051.0,GRANT,MN,6018,45.93074,-96.01069
2591,10.324999999999998,1.5300000000000011,48193.0,HAMILTON,TX,8517,31.70698,-98.11179
1584,2.285,1.5300000000000011,30027.0,FERGUS,MT,11586,47.22299,-109.22328
268,3.519999999999998,1.5300000000000011,8099.0,PROWERS,CO,12551,37.95818,-102.39216
1806,7.295,1.5300000000000002,36011.0,CAYUGA,NY,80026,43.00854,-76.57458
1321,9.09,1.5299999999999994,27069.0,KITTSON,MN,4552,48.77604,-96.78034
1063,35.375,1.5299999999999976,21195.0,PIKE,KY,65024,37.48206,-82.40286
545,1.3399999999999999,1.5200000000000031,16043.0,FREMONT,ID,13242,44.21809,-111.48442
2217,2.4250000000000007,1.5200000000000031,42001.0,ADAMS,PA,101407,39.86947,-77.21773
2933,10.010000000000002,1.5200000000000005,53015.0,COWLITZ,WA,102410,46.18592,-122.65868
2072,0.885,1.52,39113.0,MONTGOMERY,OH,535153,39.75521,-84.29054
968,10.120000000000001,1.5199999999999996,21005.0,ANDERSON,KY,21421,38.00539,-84.98641
7,8.030000000000001,1.5199999999999996,1015.0,CALHOUN,AL,118572,33.7717,-85.82251
170,4.219999999999999,1.5100000000000016,6021.0,GLENN,CA,28122,39.60254,-122.4017
1838,10.125,1.5099999999999998,36075.0,OSWEGO,NY,122109,43.46144,-76.20925
219,2.94,1.5099999999999998,8003.0,ALAMOSA,CO,15445,37.56844,-105.78804
1181,10.219999999999999,1.509999999999998,24033.0,PRINCE GEORGE'S,MD,863420,38.82588,-76.84727
3043,5.69,1.509999999999998,55047.0,GREEN LAKE,WI,19051,43.76141,-88.98722
1984,14.214999999999998,1.509999999999998,38043.0,KIDDER,ND,2435,46.93538,-99.74272
745,7.82,1.509999999999998,18151.0,STEUBEN,IN,34185,41.64343,-85.00246
2229,17.834999999999997,1.5,42025.0,CARBON,PA,65249,40.91783,-75.70942
1823,6.77,1.4900000000000002,36045.0,JEFFERSON,NY,116229,43.99537,-76.05352
1783,18.235,1.4900000000000002,35028.0,LOS ALAMOS,NM,17950,35.87004,-106.30796
1486,18.78,1.4899999999999984,29061.0,DAVIESS,MO,8433,39.96283,-93.97005
1517,22.595,1.4899999999999984,29123.0,MADISON,MO,12226,37.47323,-90.34545
647,11.365000000000002,1.4800000000000004,17159.0,RICHLAND,IL,16233,38.71155,-88.08569
3062,14.52,1.4800000000000004,55083.0,OCONTO,WI,37660,44.99657,-88.20651
2049,24.09,1.4800000000000004,39067.0,HARRISON,OH,15864,40.29231,-81.09156
2080,11.0,1.4800000000000004,39129.0,PICKAWAY,OH,55698,39.64894,-83.05282
613,4.5200000000000005,1.4800000000000004,17091.0,KANKAKEE,IL,113449,41.13949,-87.86112
311,12.715,1.4800000000000004,12037.0,FRANKLIN,FL,11549,29.81017,-84.79917
182,6.2799999999999985,1.4800000000000004,6045.0,MENDOCINO,CA,87841,39.43238,-123.44288
2698,16.650000000000002,1.4800000000000004,48407.0,SAN JACINTO,TX,26384,30.57421,-95.16285
1818,10.43,1.4799999999999986,36035.0,FULTON,NY,55531,43.1156,-74.42367
343,5.095000000000001,1.4700000000000006,12099.0,PALM BEACH,FL,1320134,26.64576,-80.44867
1748,3.1300000000000003,1.4700000000000006,34003.0,BERGEN,NJ,905116,40.95909,-74.07452
1621,7.159999999999998,1.4699999999999989,30101.0,TOOLE,MT,5324,48.64505,-111.73349
3003,12.825000000000001,1.4699999999999989,54077.0,PRESTON,WV,33520,39.46903,-79.66886
894,2.6149999999999984,1.4699999999999989,20067.0,GRANT,KS,7829,37.54753,-101.29936
1078,21.450000000000003,1.4699999999999989,21225.0,UNION,KY,15007,37.65802,-87.95165
2454,24.884999999999998,1.4600000000000009,47109.0,MCNAIRY,TN,26075,35.17562,-88.56467
2485,17.314999999999998,1.4600000000000009,47171.0,UNICOI,TN,18313,36.10021,-82.41824
2967,38.335,1.4600000000000009,54005.0,BOONE,WV,24629,38.02283,-81.71331
1114,21.300000000000004,1.4600000000000009,22057.0,LAFOURCHE,LA,96318,29.49199,-90.39484
1406,6.245,1.4600000000000009,28065.0,JEFFERSON DAVIS,MS,12487,31.56473,-89.82662
2077,9.57,1.4600000000000009,39123.0,OTTAWA,OH,41428,41.54446,-83.00925
2193,2.494999999999999,1.4600000000000009,41025.0,HARNEY,OR,7422,43.06435,-118.98594
1448,8.504999999999999,1.46,28149.0,WARREN,MS,48773,32.357,-90.85179
1364,10.190000000000001,1.459999999999999,27155.0,TRAVERSE,MN,3558,45.76984,-96.47504
2648,10.235000000000001,1.4500000000000028,48307.0,MCCULLOCH,TX,8283,31.20547,-99.35985
1530,20.68,1.4500000000000028,29149.0,OREGON,MO,10881,36.68486,-91.4029
1409,1.5750000000000002,1.4500000000000002,28071.0,LAFAYETTE,MS,47351,34.34929,-89.4859
1204,15.344999999999999,1.4499999999999993,26001.0,ALCONA,MI,10942,44.68253,-82.83408
2532,13.184999999999999,1.4499999999999957,48075.0,CHILDRESS,TX,7041,34.52933,-100.20833
2094,14.049999999999999,1.4400000000000013,39157.0,TUSCARAWAS,OH,92582,40.44744,-81.47115
2022,25.755,1.4400000000000013,39013.0,BELMONT,OH,70400,40.01768,-80.96772
1638,8.045,1.4400000000000013,31023.0,BUTLER,NE,8395,41.22607,-97.13204
649,2.455,1.4400000000000004,17163.0,ST. CLAIR,IL,270056,38.47019,-89.92854
2456,2.5949999999999998,1.4400000000000004,47113.0,MADISON,TN,98294,35.60605,-88.83342
1983,11.985000000000001,1.4399999999999977,38041.0,HETTINGER,ND,2477,46.43493,-102.45838
2519,8.605000000000002,1.4399999999999977,48049.0,BROWN,TX,38106,31.7641,-98.99847
187,10.92,1.4300000000000033,6055.0,NAPA,CA,136484,38.50735,-122.32599
546,5.550000000000001,1.4300000000000033,16045.0,GEM,ID,16719,44.06147,-116.39878
37,18.515,1.4299999999999997,1075.0,LAMAR,AL,14564,33.78708,-88.08743
3027,2.8050000000000006,1.4299999999999997,55015.0,CALUMET,WI,48971,44.07841,-88.21213
1490,22.925000000000004,1.4299999999999997,29069.0,DUNKLIN,MO,31953,36.15302,-90.06225
1707,4.024999999999999,1.4299999999999997,31161.0,SHERIDAN,NE,5469,42.50707,-102.38969
2927,1.0799999999999992,1.4299999999999997,53003.0,ASOTIN,WA,21623,46.18186,-117.22778
2053,7.479999999999997,1.4299999999999997,39075.0,HOLMES,OH,42366,40.5653,-81.92986
2352,13.260000000000002,1.4299999999999997,46037.0,DAY,SD,5710,45.36228,-97.59373
1083,16.214999999999996,1.4299999999999997,21235.0,WHITLEY,KY,35637,36.75802,-84.14455
9,25.800000000000004,1.4299999999999997,1019.0,CHEROKEE,AL,25989,34.06951,-85.65424
3032,10.055,1.4299999999999997,55025.0,DANE,WI,488073,43.06746,-89.41785
875,7.789999999999999,1.4200000000000017,20029.0,CLOUD,KS,9533,39.48732,-97.64139
1466,12.405000000000001,1.4200000000000017,29021.0,BUCHANAN,MO,89201,39.66037,-94.80817
2020,3.755000000000001,1.4200000000000008,39009.0,ATHENS,OH,64757,39.33384,-82.046
627,10.7,1.4200000000000008,17119.0,MADISON,IL,269282,38.82708,-89.90019
335,6.16,1.42,12085.0,MARTIN,FL,146318,27.07995,-80.39821
3046,11.37,1.42,55053.0,JACKSON,WI,20449,44.32489,-90.80654
18,10.365,1.42,1037.0,COOSA,AL,11539,32.93144,-86.24348
1015,13.065000000000001,1.4199999999999982,21099.0,HART,KY,18199,37.31385,-85.88199
2566,7.050000000000001,1.4100000000000037,48143.0,ERATH,TX,37890,32.23813,-98.22237
3114,6.6249999999999964,1.4100000000000037,56045.0,WESTON,WY,7208,43.84621,-104.57002
1694,4.684999999999999,1.4100000000000037,31135.0,PERKINS,NE,2970,40.85606,-101.63644
567,4.795,1.4100000000000001,16087.0,WASHINGTON,ID,10198,44.44821,-116.79783
592,9.434999999999999,1.4100000000000001,17049.0,EFFINGHAM,IL,34242,39.04769,-88.59278
2211,3.785,1.4100000000000001,41061.0,UNION,OR,25748,45.30404,-117.99913
3049,3.8200000000000003,1.4100000000000001,55059.0,KENOSHA,WI,166426,42.5797,-87.42489
2426,20.92,1.4100000000000001,47053.0,GIBSON,TN,49683,35.99169,-88.93377
1318,16.42,1.3999999999999986,27063.0,JACKSON,MN,10266,43.67302,-95.1497
1716,2.0299999999999994,1.3999999999999986,31179.0,WAYNE,NE,9595,42.21074,-97.12624
560,2.885,1.3900000000000006,16073.0,OWYHEE,ID,11526,42.59306,-116.14265
1967,9.225000000000001,1.3900000000000006,38009.0,BOTTINEAU,ND,6429,48.79441,-100.83125
2559,7.649999999999999,1.3900000000000006,48129.0,DONLEY,TX,3677,34.95503,-100.81584
2388,4.76,1.3899999999999997,46109.0,ROBERTS,SD,10149,45.62339,-96.94755
1557,18.310000000000002,1.3800000000000026,29205.0,SHELBY,MO,6373,39.79753,-92.08871
1763,6.95,1.38,34033.0,SALEM,NJ,66083,39.57382,-75.35735
2255,2.235,1.38,42077.0,LEHIGH,PA,349497,40.61424,-75.59062
3014,23.84,1.379999999999999,54099.0,WAYNE,WV,42481,38.14553,-82.41969
1073,9.275,1.379999999999999,21215.0,SPENCER,KY,17061,38.02697,-85.32152
2470,17.44,1.379999999999999,47141.0,PUTNAM,TN,72321,36.1408,-85.49692
2424,24.335,1.3799999999999955,47049.0,FENTRESS,TN,17959,36.37607,-84.9327
2542,8.754999999999999,1.3700000000000045,48095.0,CONCHO,TX,4087,31.31886,-99.86364
1647,6.005000000000001,1.3700000000000045,31041.0,CUSTER,NE,10939,41.39389,-99.72686
921,8.655,1.370000000000001,20121.0,MIAMI,KS,32787,38.56677,-94.83296
1650,4.024999999999999,1.370000000000001,31047.0,DAWSON,NE,24326,40.86737,-99.81515
1505,18.395000000000003,1.370000000000001,29099.0,JEFFERSON,MO,218733,38.25741,-90.54313
1597,2.1449999999999996,1.370000000000001,30053.0,LINCOLN,MT,19687,48.54223,-115.40434
1092,5.015000000000001,1.37,22013.0,BIENVILLE,LA,14353,32.34426,-93.06151
2349,4.74,1.3699999999999999,46031.0,CORSON,SD,4050,45.69834,-101.17601
1205,10.155000000000001,1.3699999999999992,26003.0,ALGER,MI,9601,47.08007,-86.5641
2743,12.16,1.3699999999999974,48497.0,WISE,TX,59127,33.21909,-97.65399
535,9.835,1.3699999999999974,16023.0,BUTTE,ID,2891,43.6851,-113.17762
589,14.41,1.3600000000000003,17043.0,DUPAGE,IL,916924,41.85205,-88.08603
881,7.66,1.3599999999999994,20041.0,DICKINSON,KS,19754,38.86773,-97.15794
885,12.035,1.3599999999999994,20049.0,ELK,KS,2882,37.45602,-96.24464
974,7.54,1.3599999999999994,21017.0,BOURBON,KY,19985,38.20256,-84.20986
2273,11.015,1.3599999999999994,42113.0,SULLIVAN,PA,6428,41.43979,-76.51152
616,12.66,1.3599999999999994,17097.0,LAKE,IL,703462,42.32644,-87.43611
1561,11.89,1.3500000000000014,29213.0,TANEY,MO,51675,36.64982,-93.04281
2241,4.65,1.35,42049.0,ERIE,PA,280566,42.11795,-80.09638
2729,1.3049999999999997,1.3499999999999979,48469.0,VICTORIA,TX,86793,28.79637,-96.97119
661,6.680000000000001,1.3400000000000016,17187.0,WARREN,IL,17707,40.85044,-90.62022
3015,35.010000000000005,1.3399999999999999,54101.0,WEBSTER,WV,9154,38.49298,-80.43026
2578,5.15,1.3399999999999999,48167.0,GALVESTON,TX,291309,29.2287,-94.89486
1723,1.1849999999999987,1.3399999999999999,32007.0,ELKO,NV,48818,41.14113,-115.35142
737,13.149999999999999,1.3399999999999999,18135.0,RANDOLPH,IN,26171,40.16441,-85.005
2339,1.0349999999999997,1.339999999999999,46011.0,BROOKINGS,SD,31965,44.37667,-96.79779
631,16.1,1.3300000000000018,17127.0,MASSAC,IL,15429,37.21611,-88.70565
555,4.615,1.3300000000000018,16063.0,LINCOLN,ID,5208,42.98618,-114.15389
547,5.005000000000001,1.3300000000000018,16047.0,GOODING,ID,15464,42.97318,-114.82142
217,4.1499999999999995,1.33,6115.0,YUBA,CA,72155,39.27002,-121.34428
1246,16.89,1.33,26085.0,LAKE,MI,11539,43.99518,-85.8114
1048,24.03,1.3299999999999983,21165.0,MENIFEE,KY,6306,37.95071,-83.59734
1678,8.21,1.3299999999999983,31103.0,KEYA PAHA,NE,824,42.87548,-99.71835
2377,10.955,1.3299999999999983,46087.0,MCCOOK,SD,5618,43.67892,-97.36203
915,4.709999999999997,1.3299999999999983,20109.0,LOGAN,KS,2756,38.91327,-101.1574
709,14.46,1.3299999999999983,18079.0,JENNINGS,IN,28525,38.99623,-85.62811
2408,23.770000000000003,1.3299999999999983,47017.0,CARROLL,TN,28522,35.96789,-88.45165
2643,9.535,1.3200000000000003,48297.0,LIVE OAK,TX,11531,28.35153,-98.12696
2705,2.1499999999999986,1.3200000000000003,48421.0,SHERMAN,TX,3034,36.27762,-101.89471
2707,9.755000000000003,1.3200000000000003,48425.0,SOMERVELL,TX,8490,32.21794,-97.76921
2982,19.035,1.3200000000000003,54035.0,JACKSON,WV,29211,38.83423,-81.67771
3066,16.415,1.3200000000000003,55091.0,PEPIN,WI,7469,44.62743,-91.83489
703,4.3149999999999995,1.3200000000000003,18067.0,HOWARD,IN,82752,40.48353,-86.11411
2070,8.979999999999999,1.3200000000000003,39109.0,MIAMI,OH,102506,40.05332,-84.22841
704,3.1900000000000013,1.3200000000000003,18069.0,HUNTINGTON,IN,37124,40.82639,-85.47859
1109,5.745,1.32,22047.0,IBERVILLE,LA,33387,30.28839,-91.36315
1631,1.4350000000000023,1.3100000000000023,31009.0,BLAINE,NE,478,41.92523,-99.99077
1096,14.584999999999997,1.3100000000000023,22021.0,CALDWELL,LA,10132,32.10124,-92.11418
2279,14.635,1.3100000000000005,42125.0,WASHINGTON,PA,207820,40.2,-80.25213
1850,4.045,1.3100000000000005,36099.0,SENECA,NY,35251,42.78229,-76.82708
615,7.52,1.3099999999999998,17095.0,KNOX,IL,52919,40.93094,-90.21376
956,10.285,1.3099999999999987,20191.0,SUMNER,KS,24132,37.23666,-97.49334
2228,8.899999999999999,1.3099999999999987,42023.0,CAMERON,PA,5085,41.43828,-78.19831
1993,16.115000000000002,1.3099999999999987,38061.0,MOUNTRAIL,ND,7673,48.21029,-102.36475
593,21.14,1.3099999999999987,17051.0,FAYETTE,IL,22140,39.00112,-89.01792
1128,13.93,1.3000000000000043,22085.0,SABINE,LA,24233,31.5602,-93.55922
1569,13.74,1.3000000000000043,29229.0,WRIGHT,MO,18815,37.26763,-92.48001
165,9.965,1.3000000000000007,6011.0,COLUSA,CA,21419,39.17773,-122.23756
3025,14.629999999999999,1.3000000000000007,55011.0,BUFFALO,WI,13587,44.38975,-91.75871
1069,9.25,1.2999999999999972,21207.0,RUSSELL,KY,17565,36.98912,-85.05897
1064,20.384999999999998,1.2999999999999972,21197.0,POWELL,KY,12613,37.81037,-83.82698
3107,11.845000000000002,1.2900000000000027,56031.0,PLATTE,WY,8667,42.13031,-104.9608
216,11.93,1.2900000000000027,6113.0,YOLO,CA,200849,38.67926,-121.90317
2062,6.515000000000001,1.29,39093.0,LORAIN,OH,301356,41.4388,-82.17972
2736,13.195,1.2899999999999991,48483.0,WHEELER,TX,5410,35.39259,-100.2531
2363,9.770000000000001,1.2899999999999991,46059.0,HAND,SD,3431,44.54671,-99.00457
1661,2.9599999999999973,1.2899999999999991,31069.0,GARDEN,NE,2057,41.65938,-102.32822
1362,18.99,1.2899999999999991,27151.0,SWIFT,MN,9783,45.27545,-95.69039
1344,15.735,1.2899999999999991,27115.0,PINE,MN,29750,46.10094,-92.76309
1528,9.23,1.2800000000000011,29145.0,NEWTON,MO,58114,36.90801,-94.33474
2557,13.96,1.2800000000000011,48125.0,DICKENS,TX,2444,33.61466,-100.78609
1277,13.705,1.2800000000000011,26147.0,ST. CLAIR,MI,163040,42.9288,-82.66891
2718,15.535000000000002,1.2800000000000011,48447.0,THROCKMORTON,TX,1641,33.17071,-99.20613
1336,15.004999999999999,1.2799999999999998,27099.0,MOWER,MN,39163,43.66624,-92.75951
