,skew_diff,FIPS,county,state,Population(2010),Total Areami²,Latitude,Longitude
2713,9.535,48297.0,LIVE OAK,TX,11531,1078.879,28.35153,-98.12696
1606,9.530000000000001,29161.0,PHELPS,MO,45156,674.322,37.86632,-91.79034
2764,9.525000000000002,48399.0,RUNNELS,TX,10501,1057.096,31.83331,-99.96785
2166,9.525,39161.0,VAN WERT,OH,28744,410.425,40.85552,-84.58577
449,9.524999999999999,13037.0,CALHOUN,GA,6694,283.578,31.52127,-84.62629
2442,9.52,46077.0,KINGSBURY,SD,5148,863.763,44.36296,-97.49931
1001,9.515,20141.0,OSBORNE,KS,3858,894.360,39.34864,-98.76787
1970,9.515,37075.0,GRAHAM,NC,8861,301.665,35.34811,-83.8309
2179,9.514999999999999,40011.0,BLAINE,OK,11943,938.792,35.87778,-98.42893
268,9.5,6077.0,SAN JOAQUIN,CA,685306,1426.499,37.93503,-121.27223
1119,9.5,21167.0,MERCER,KY,21331,253.311,37.81208,-84.87969
1974,9.49,37083.0,HALIFAX,NC,54691,731.179,36.25143,-77.64484
496,9.49,13133.0,GREENE,GA,15994,406.210,33.57683,-83.1671
2259,9.469999999999999,41017.0,DESCHUTES,OR,157733,3054.768,43.91511,-121.22557
1354,9.465,26161.0,WASHTENAW,MI,344791,722.419,42.25232,-83.84463
1552,9.445,29053.0,COOPER,MO,17601,569.181,38.84538,-92.81232
2380,9.435,45043.0,GEORGETOWN,SC,60158,1034.647,33.41753,-79.30081
2582,9.435,48035.0,BOSQUE,TX,18212,1002.543,31.90076,-97.63763
1704,9.434999999999999,31015.0,BOYD,NE,2099,544.531,42.89444,-98.77302
662,9.434999999999999,17049.0,EFFINGHAM,IL,34242,480.006,39.04769,-88.59278
2855,9.43,50015.0,LAMOILLE,VT,24475,463.686,44.6035,-72.63835
2885,9.43,51047.0,CULPEPER,VA,46689,382.544,38.48593,-77.95647
3108,9.425,55037.0,FLORENCE,WI,4423,497.523,45.84964,-88.40032
2052,9.424999999999999,38039.0,GRIGGS,ND,2420,716.444,47.46346,-98.23244
2238,9.414999999999997,40129.0,ROGER MILLS,OK,3647,1146.424,35.70855,-99.74157
3033,9.4,53075.0,WHITMAN,WA,44776,2177.600,46.90332,-117.52296
1222,9.395,23005.0,CUMBERLAND,ME,281674,1217.463,43.80834,-70.33037
262,9.395,6065.0,RIVERSIDE,CA,2189641,7303.420,33.72982,-116.00223
1978,9.395,37091.0,HERTFORD,NC,24669,360.354,36.36351,-76.98161
427,9.39,12127.0,VOLUSIA,FL,494593,1432.436,29.05761,-81.16181
191,9.385,5073.0,LAFAYETTE,AR,7645,545.079,33.24066,-93.61164
2363,9.379999999999999,45009.0,BAMBERG,SC,15987,395.563,33.20302,-81.05316
1902,9.379999999999999,36063.0,NIAGARA,NY,216469,1139.669,43.45673,-78.79214
940,9.379999999999999,20019.0,CHAUTAUQUA,KS,3669,644.767,37.15425,-96.24539
278,9.375,6097.0,SONOMA,CA,483878,1767.947,38.53257,-122.94519
1287,9.375,26027.0,CASS,MI,52293,508.317,41.91624,-85.99945
1220,9.370000000000001,23001.0,ANDROSCOGGIN,ME,107702,497.120,44.16768,-70.20743
1409,9.370000000000001,27105.0,NOBLES,MN,21378,722.557,43.67768,-95.76313
1367,9.365,27021.0,CASS,MN,28567,2414.107,46.95142,-94.33377
1457,9.360000000000001,28027.0,COAHOMA,MS,26151,583.152,34.22867,-90.60316
476,9.355,13093.0,DOOLY,GA,14918,397.284,32.15199,-83.80716
2091,9.340000000000002,39011.0,AUGLAIZE,OH,45949,401.905,40.5613,-84.22401
1773,9.34,31153.0,SARPY,NE,158840,247.523,41.11506,-96.10912
1330,9.325,26113.0,MISSAUKEE,MI,14849,573.829,44.32542,-85.08547
280,9.315,6101.0,SUTTER,CA,94737,608.490,39.03525,-121.70275
1727,9.31,31061.0,FRANKLIN,NE,3225,576.004,40.1832,-98.96208
359,9.31,9015.0,WINDHAM,CT,118428,521.440,41.82499,-71.9907
2600,9.305,48071.0,CHAMBERS,TX,35096,871.183,29.70393,-94.66887
1971,9.3,37077.0,GRANVILLE,NC,59916,536.499,36.29988,-78.65763
3054,9.3,54039.0,KANAWHA,WV,193063,910.920,38.32806,-81.52352
248,9.295,6037.0,LOS ANGELES,CA,9818605,4750.942,34.19639,-118.26186
1040,9.294999999999998,21009.0,BARREN,KY,42173,499.999,36.96361,-85.92499
345,9.275000000000002,8113.0,SAN MIGUEL,CO,7359,1288.624,38.00937,-108.42732
1143,9.275,21215.0,SPENCER,KY,17061,191.657,38.02697,-85.32152
2999,9.255,53007.0,CHELAN,WA,72453,2993.882,47.85989,-120.61854
1139,9.25,21207.0,RUSSELL,KY,17565,282.875,36.98912,-85.05897
579,9.245000000000001,13301.0,WARREN,GA,5834,286.688,33.41916,-82.68801
860,9.235,19057.0,DES MOINES,IA,40325,429.750,40.91533,-91.18692
1598,9.23,29145.0,NEWTON,MO,58114,626.586,36.90801,-94.33474
1033,9.229999999999999,20205.0,WILSON,KS,9409,575.073,37.55851,-95.74517
2037,9.225000000000001,38009.0,BOTTINEAU,ND,6429,1697.348,48.79441,-100.83125
950,9.22,20039.0,DECATUR,KS,2961,894.147,39.78354,-100.4597
690,9.215,17105.0,LIVINGSTON,IL,38950,1045.927,40.89437,-88.55285
295,9.2,8014.0,BROOMFIELD,CO,55889,33.600,39.95338,-105.05212
2161,9.195,39151.0,STARK,OH,375586,580.533,40.81413,-81.36566
2928,9.185,51139.0,PAGE,VA,24042,314.075,38.62375,-78.49047
973,9.175,20085.0,JACKSON,KS,13462,658.019,39.41098,-95.7945
1510,9.175,28133.0,SUNFLOWER,MS,29450,706.927,33.60552,-90.59509
3125,9.165,55071.0,MANITOWOC,WI,81442,1494.075,44.1051,-87.31382
2706,9.16,48283.0,LA SALLE,TX,6886,1494.235,28.35109,-99.09677
296,9.155000000000001,8015.0,CHAFFEE,CO,17809,1014.953,38.73824,-106.31697
2601,9.154999999999998,48073.0,CHEROKEE,TX,50845,1062.192,31.84385,-95.1565
1012,9.150000000000002,20163.0,ROOKS,KS,5181,895.152,39.346,-99.32449
2695,9.129999999999999,48261.0,KENEDY,TX,416,1945.797,26.89023,-97.59123
1941,9.105,37017.0,BLADEN,NC,35190,887.158,34.59194,-78.53951
2983,9.100000000000001,51730.0,PETERSBURG,VA,32420,23.178,37.20473,-77.39236
1521,9.1,28155.0,WEBSTER,MS,10253,423.233,33.61204,-89.28383
2467,9.099999999999998,46129.0,WALWORTH,SD,5438,744.620,45.4276,-100.02785
2427,9.09,46047.0,FALL RIVER,SD,7094,1749.147,43.2215,-103.5121
1391,9.09,27069.0,KITTSON,MN,4552,1103.604,48.77604,-96.78034
886,9.084999999999999,19109.0,KOSSUTH,IA,15543,974.324,43.21247,-94.21398
1740,9.08,31087.0,HITCHCOCK,NE,2908,718.477,40.17689,-101.04421
367,9.065000000000001,12007.0,BRADFORD,FL,28520,300.489,29.94693,-82.16679
292,9.06,8009.0,BACA,CO,3788,2557.339,37.30314,-102.53545
2066,9.059999999999999,38067.0,PEMBINA,ND,7413,1121.395,48.76689,-97.5454
1547,9.045,29043.0,CHRISTIAN,MO,77422,563.808,36.96973,-93.18761
645,9.035,17015.0,CARROLL,IL,15387,466.360,42.05908,-89.92648
2196,9.035,40045.0,ELLIS,OK,4151,1231.883,36.22425,-99.75013
1936,9.030000000000001,37007.0,ANSON,NC,26948,537.094,34.97499,-80.10995
2917,9.025,51113.0,MADISON,VA,13308,321.874,38.41205,-78.27696
273,9.020000000000001,6087.0,SANTA CRUZ,CA,262382,607.166,37.01248,-122.0072
1745,8.985,31097.0,JOHNSON,NE,5217,376.733,40.39545,-96.26856
856,8.985,19049.0,DALLAS,IA,66135,591.699,41.68532,-94.0407
1879,8.98,36017.0,CHENANGO,NY,50477,898.630,42.48973,-75.6049
1770,8.98,31147.0,RICHARDSON,NE,8363,554.573,40.12374,-95.7186
2140,8.979999999999999,39109.0,MIAMI,OH,102506,409.656,40.05332,-84.22841
2726,8.975000000000001,48323.0,MAVERICK,TX,54258,1291.778,28.74521,-100.31136
1300,8.97,26053.0,GOGEBIC,MI,16427,1476.344,46.48805,-89.78831
1206,8.969999999999999,22101.0,ST. MARY,LA,54650,1119.423,29.62934,-91.4638
2897,8.954999999999998,51073.0,GLOUCESTER,VA,36858,287.981,37.40354,-76.5235
265,8.945,6071.0,SAN BERNARDINO,CA,2035210,20104.826,34.85722,-116.18119
2655,8.940000000000001,48181.0,GRAYSON,TX,120877,979.177,33.6245,-96.67569
2438,8.935,46069.0,HYDE,SD,1420,866.139,44.5373,-99.49214
3098,8.934999999999999,55017.0,CHIPPEWA,WI,62415,1041.282,45.06909,-91.2835
378,8.93,12031.0,DUVAL,FL,864263,918.452,30.33524,-81.64811
2567,8.925,48005.0,ANGELINA,TX,86771,864.706,31.25195,-94.61105
244,8.915000000000001,6029.0,KERN,CA,839631,8162.641,35.34662,-118.7295
3032,8.915,53073.0,WHATCOM,WA,201140,2503.471,48.84265,-121.83643
943,8.915,20025.0,CLARK,KS,2215,977.182,37.23383,-99.81386
2073,8.91,38081.0,SARGENT,ND,3829,866.899,46.1082,-97.63003
3011,8.9,53031.0,JEFFERSON,WA,29872,2183.142,47.80264,-123.52181
2298,8.899999999999999,42023.0,CAMERON,PA,5085,398.418,41.43828,-78.19831
1798,8.869999999999997,32017.0,LINCOLN,NV,5345,10636.987,37.6346,-114.86303
2088,8.869999999999997,39005.0,ASHLAND,OH,53139,426.799,40.84327,-82.27012
470,8.864999999999998,13081.0,CRISP,GA,23439,280.951,31.91475,-83.75333
3131,8.85,55081.0,MONROE,WI,44673,908.218,43.94517,-90.61996
755,8.85,18031.0,DECATUR,IN,25740,373.323,39.30598,-85.49983
1022,8.845,20183.0,SMITH,KS,3853,896.965,39.78466,-98.78543
1692,8.84,30103.0,TREASURE,MT,718,984.024,46.20963,-107.28049
2195,8.825000000000001,40043.0,DEWEY,OK,4810,1008.236,35.97843,-99.01409
1392,8.809999999999999,27071.0,KOOCHICHING,MN,13311,3154.022,48.24549,-93.78284
47,8.8,1047.0,DALLAS,AL,43820,993.805,32.33354,-87.11435
1108,8.8,21145.0,MCCRACKEN,KY,65565,268.171,37.05368,-88.71237
46,8.8,1047.0,DALLAS,AL,43820,993.805,32.33354,-87.11435
2418,8.795000000000002,46029.0,CODINGTON,SD,27227,717.164,44.96632,-97.19884
1343,8.790000000000001,26139.0,OTTAWA,MI,263801,1631.409,42.94234,-86.65534
798,8.79,18117.0,ORANGE,IN,19840,408.192,38.54738,-86.48925
2152,8.780000000000001,39133.0,PORTAGE,OH,161419,504.064,41.16864,-81.19693
82,8.78,1083.0,LIMESTONE,AL,82782,607.188,34.81023,-86.9814
83,8.78,1083.0,LIMESTONE,AL,82782,607.188,34.81023,-86.9814
3135,8.764999999999999,55089.0,OZAUKEE,WI,86395,1116.197,43.36071,-87.49655
174,8.760000000000002,5039.0,DALLAS,AR,8116,668.106,33.96782,-92.65399
1487,8.76,28087.0,LOWNDES,MS,59779,516.465,33.47142,-88.43972
2932,8.76,51147.0,PRINCE EDWARD,VA,23368,353.837,37.22488,-78.43295
3046,8.755,54023.0,GRANT,WV,11937,480.286,39.10598,-79.19506
2612,8.754999999999999,48095.0,CONCHO,TX,4087,993.693,31.31886,-99.86364
2943,8.73,51171.0,SHENANDOAH,VA,41993,512.174,38.8562,-78.57398
2959,8.724999999999998,51520.0,BRISTOL,VA,17835,13.153,36.61695,-82.15756
1337,8.719999999999999,26127.0,OCEANA,MI,26570,1305.950,43.64725,-86.80757
845,8.705,19027.0,CARROLL,IA,20816,570.265,42.03949,-94.86764
2789,8.704999999999998,48449.0,TITUS,TX,32334,425.643,33.21459,-94.96678
525,8.695,13191.0,MCINTOSH,GA,14333,573.893,31.48297,-81.37019
1168,8.695,22025.0,CATAHOULA,LA,10407,739.421,31.66651,-91.8467
2317,8.689999999999998,42061.0,HUNTINGDON,PA,45913,889.266,40.42232,-77.96858
994,8.685,20127.0,MORRIS,KS,5923,702.889,38.68769,-96.6449
1652,8.675,30023.0,DEER LODGE,MT,9298,741.201,46.09905,-113.1391
791,8.674999999999999,18103.0,MIAMI,IN,36903,377.388,40.77288,-86.04425
2345,8.669999999999998,42117.0,TIOGA,PA,41981,1136.966,41.76685,-77.25728
3169,8.665000000000001,56015.0,GOSHEN,WY,13249,2232.179,42.08958,-104.35348
352,8.665,9001.0,FAIRFIELD,CT,916829,836.923,41.2281,-73.36675
1984,8.665,37103.0,JONES,NC,10153,473.215,35.03216,-77.35644
991,8.655,20121.0,MIAMI,KS,32787,590.256,38.56677,-94.83296
2869,8.649999999999999,51015.0,AUGUSTA,VA,73750,970.855,38.1678,-79.14668
1020,8.645,20179.0,SHERIDAN,KS,2556,896.207,39.35054,-100.4412
1498,8.639999999999999,28109.0,PEARL RIVER,MS,55834,818.908,30.77379,-89.58683
1653,8.635000000000002,30025.0,FALLON,MT,2890,1623.056,46.31818,-104.40571
2860,8.634999999999998,50025.0,WINDHAM,VT,44513,798.068,42.99914,-72.71633
1374,8.629999999999999,27035.0,CROW WING,MN,62500,1156.527,46.49111,-94.07121
2886,8.61,51049.0,CUMBERLAND,VA,10052,299.751,37.52018,-78.25283
2589,8.605000000000002,48049.0,BROWN,TX,38106,956.954,31.7641,-98.99847
2171,8.605,39171.0,WILLIAMS,OH,37642,423.091,41.56495,-84.58432
2394,8.605,45071.0,NEWBERRY,SC,37508,647.286,34.28973,-81.60005
1427,8.594999999999999,27141.0,SHERBURNE,MN,88499,451.043,45.44317,-93.77509
201,8.585,5093.0,MISSISSIPPI,AR,46480,919.812,35.76694,-90.0522
3122,8.58,55065.0,LAFAYETTE,WI,16836,634.568,42.65557,-90.13029
351,8.575000000000003,8125.0,YUMA,CO,10043,2368.704,40.00063,-102.42264
877,8.575,19091.0,HUMBOLDT,IA,9815,435.667,42.78222,-94.20277
1171,8.575,22031.0,DE SOTO,LA,26656,894.588,32.05924,-93.74079
375,8.565000000000001,12023.0,COLUMBIA,FL,67531,801.328,30.2213,-82.62312
2083,8.559999999999999,38101.0,WARD,ND,61675,2055.959,48.21668,-101.54053
2675,8.555000000000001,48221.0,HOOD,TX,51182,436.828,32.43014,-97.83167
872,8.55,19081.0,HANCOCK,IA,11341,573.038,43.07541,-93.74369
1014,8.535,20167.0,RUSSELL,KS,6970,899.436,38.91683,-98.76563
694,8.515,17113.0,MCLEAN,IL,169572,1186.270,40.49455,-88.84453
1744,8.515,31095.0,JEFFERSON,NE,7547,575.670,40.17573,-97.1431
2900,8.515,51079.0,GREENE,VA,18403,156.905,38.29798,-78.47016
2049,8.509999999999996,38033.0,GOLDEN VALLEY,ND,1680,1002.387,46.93892,-103.84461
1518,8.504999999999999,28149.0,WARREN,MS,48773,618.554,32.357,-90.85179
309,8.5,8041.0,EL PASO,CO,622263,2129.547,38.82738,-104.52747
778,8.495000000000001,18077.0,JEFFERSON,IN,32428,362.889,38.7836,-85.44009
1280,8.49,26013.0,BARAGA,MI,8860,1068.771,46.69606,-88.35602
1204,8.47,22097.0,ST. LANDRY,LA,83384,938.981,30.58344,-91.98927
3130,8.469999999999999,55079.0,MILWAUKEE,WI,947735,1189.539,43.01765,-87.48157
67,8.465,1067.0,HENRY,AL,17302,568.309,31.51697,-85.23997
66,8.465,1067.0,HENRY,AL,17302,568.309,31.51697,-85.23997
1116,8.450000000000003,21161.0,MASON,KY,17490,246.413,38.59406,-83.82805
550,8.445,13243.0,RANDOLPH,GA,7719,430.873,31.76265,-84.75231
3137,8.440000000000001,55093.0,PIERCE,WI,41019,591.874,44.72533,-92.42627
322,8.440000000000001,8067.0,LA PLATA,CO,51334,1699.707,37.28736,-107.83971
1203,8.435,22095.0,ST. JOHN THE BAPTIST,LA,45924,347.637,30.11747,-90.50467
1125,8.425,21179.0,NELSON,KY,43437,424.076,37.80318,-85.46595
2177,8.424999999999997,40007.0,BEAVER,OK,5636,1817.509,36.74833,-100.48305
243,8.42,6027.0,INYO,CA,18546,10226.905,36.56197,-117.40392
1877,8.415,36013.0,CHAUTAUQUA,NY,134905,1500.183,42.30421,-79.40759
2107,8.41,39043.0,ERIE,OH,77079,625.987,41.554,-82.52589
2952,8.400000000000002,51191.0,WASHINGTON,VA,54876,565.994,36.74781,-81.95029
1324,8.4,26101.0,MANISTEE,MI,24733,1280.564,44.35038,-86.60296
395,8.399999999999999,12065.0,JEFFERSON,FL,14761,636.535,30.42455,-83.89085
371,8.399999999999999,12015.0,CHARLOTTE,FL,159978,858.301,26.86882,-81.94085
2924,8.399999999999999,51131.0,NORTHAMPTON,VA,12389,795.249,37.30262,-75.92386
753,8.395000000000001,18027.0,DAVIESS,IN,31648,436.874,38.69615,-87.07698
414,8.385,12101.0,PASCO,FL,464697,868.454,28.30202,-82.4557
1803,8.379999999999999,32029.0,STOREY,NV,4010,263.643,39.43838,-119.52464
135,8.375,2013.0,DISTRICT 13,AK,3141,15009.860,55.24372,-161.95074
134,8.375,2013.0,DISTRICT 13,AK,3141,15009.860,55.24372,-161.95074
2748,8.364999999999998,48367.0,PARKER,TX,116927,910.094,32.77709,-97.8059
329,8.355,8081.0,MOFFAT,CO,13795,4750.912,40.57398,-108.20452
1351,8.35,26155.0,SHIAWASSEE,MI,70648,540.948,42.95154,-84.14635
2082,8.35,38099.0,WALSH,ND,11119,1294.095,48.37697,-97.72223
1318,8.344999999999999,26089.0,LEELANAU,MI,21708,2532.192,45.14618,-86.05157
1416,8.34,27119.0,POLK,MN,31600,1997.785,47.77425,-96.40002
909,8.335,19155.0,POTTAWATTAMIE,IA,93158,959.132,41.34018,-95.5449
402,8.33,12079.0,MADISON,FL,19224,715.683,30.44722,-83.47043
1051,8.320000000000002,21031.0,BUTLER,KY,12690,431.473,37.20701,-86.68247
2680,8.315,48231.0,HUNT,TX,86129,882.023,33.12343,-96.0838
3069,8.309999999999999,54069.0,OHIO,WV,44443,109.024,40.09893,-80.62072
1784,8.309999999999999,31175.0,VALLEY,NE,4260,570.458,41.56409,-98.98348
72,8.305,1073.0,JEFFERSON,AL,658466,1123.814,33.55344,-86.89653
73,8.305,1073.0,JEFFERSON,AL,658466,1123.814,33.55344,-86.89653
1506,8.294999999999998,28125.0,SHARKEY,MS,4916,435.120,32.89249,-90.82738
1010,8.290000000000001,20159.0,RICE,KS,10083,727.963,38.34717,-98.20141
2389,8.285,45061.0,LEE,SC,19220,411.232,34.15864,-80.2512
931,8.285,20001.0,ALLEN,KS,13371,505.325,37.88422,-95.30094
1610,8.275000000000002,29169.0,PULASKI,MO,52274,551.480,37.82483,-92.20702
1394,8.275,27075.0,LAKE,MN,10866,2990.630,47.51711,-91.4117
2658,8.265,48187.0,GUADALUPE,TX,131533,714.815,29.5832,-97.94902
1751,8.25,31109.0,LANCASTER,NE,285407,846.381,40.78354,-96.68865
1075,8.24,21079.0,GARRARD,KY,16912,233.945,37.63016,-84.54585
2443,8.235,46079.0,LAKE,SD,11200,575.162,44.02845,-97.12322
142,8.235,4005.0,COCONINO,AZ,134421,18661.342,35.82969,-111.77372
1079,8.23,21087.0,GREEN,KY,11258,288.789,37.26963,-85.5614
2895,8.23,51069.0,FREDERICK,VA,78305,415.507,39.20363,-78.26391
1469,8.22,28051.0,HOLMES,MS,19198,764.618,33.12594,-90.09119
2883,8.215,51043.0,CLARKE,VA,14034,178.362,39.11593,-77.992
756,8.21,18033.0,DEKALB,IN,42223,363.850,41.40118,-85.00018
1748,8.21,31103.0,KEYA PAHA,NE,824,773.919,42.87548,-99.71835
2437,8.200000000000001,46067.0,HUTCHINSON,SD,7343,814.421,43.33671,-97.74938
1769,8.195,31145.0,RED WILLOW,NE,11055,718.006,40.16942,-100.46857
764,8.190000000000001,18049.0,FULTON,IN,20836,371.265,41.05038,-86.265
2456,8.18,46105.0,PERKINS,SD,2982,2889.991,45.48338,-102.46799
1738,8.175000000000002,31083.0,HARLAN,NE,3423,574.061,40.17876,-99.40341
2938,8.175,51161.0,ROANOKE,VA,92376,251.247,37.33107,-80.19011
3106,8.174999999999999,55033.0,DUNN,WI,43857,863.865,44.94774,-91.89772
922,8.165000000000001,19181.0,WARREN,IA,46225,573.350,41.33676,-93.56436
2488,8.16,47037.0,DAVIDSON,TN,626681,525.944,36.16912,-86.78479
2099,8.155000000000001,39027.0,CLINTON,OH,42040,412.294,39.41404,-83.81454
1327,8.155000000000001,26107.0,MECOSTA,MI,42798,571.194,43.63529,-85.33275
2370,8.155,45023.0,CHESTER,SC,33140,586.164,34.68934,-81.16124
326,8.155,8075.0,LOGAN,CO,22709,1844.865,40.72809,-103.09046
1683,8.15,30085.0,ROOSEVELT,MT,10425,2369.417,48.28274,-104.99517
1390,8.149999999999999,27067.0,KANDIYOHI,MN,42239,862.352,45.15271,-95.00498
3174,8.145000000000003,56025.0,NATRONA,WY,75450,5375.665,42.97364,-106.76487
1377,8.145000000000001,27041.0,DOUGLAS,MN,36009,720.005,45.93642,-95.46061
783,8.145,18087.0,LAGRANGE,IN,37128,386.702,41.64246,-85.4263
1413,8.14,27113.0,PENNINGTON,MN,13930,618.250,48.06924,-96.03772
346,8.129999999999999,8115.0,SEDGWICK,CO,2379,549.404,40.87156,-102.35535
819,8.124999999999998,18159.0,TIPTON,IN,15936,260.567,40.31022,-86.0562
983,8.114999999999998,20105.0,LINCOLN,KS,3241,720.457,39.04727,-98.21426
1674,8.11,30067.0,PARK,MT,15636,2813.493,45.4219,-110.53279
1732,8.095,31071.0,GARFIELD,NE,2049,571.383,41.90557,-98.92299
2951,8.094999999999999,51187.0,WARREN,VA,37575,216.741,38.90818,-78.20713
903,8.090000000000002,19143.0,OSCEOLA,IA,6462,399.393,43.37854,-95.63378
1496,8.09,28105.0,OKTIBBEHA,MS,47671,461.933,33.42231,-88.87615
771,8.09,18063.0,HENDRICKS,IN,145448,408.777,39.76874,-86.51028
1230,8.09,23021.0,PISCATAQUIS,ME,17535,4377.966,45.91767,-69.10454
2720,8.085,48311.0,MCMULLEN,TX,707,1156.785,28.38492,-98.57885
2725,8.080000000000002,48321.0,MATAGORDA,TX,36702,1612.510,28.78334,-95.99775
2026,8.08,37187.0,WASHINGTON,NC,13228,423.847,35.84458,-76.57233
1425,8.065000000000001,27137.0,SAINT LOUIS,MN,200226,6859.503,47.58385,-92.46364
837,8.055,19011.0,BENTON,IA,26076,718.489,42.09254,-92.05763
1708,8.045,31023.0,BUTLER,NE,8395,590.812,41.22607,-97.13204
1121,8.040000000000001,21171.0,MONROE,KY,10963,332.056,36.71407,-85.7135
14,8.030000000000001,1015.0,CALHOUN,AL,118572,612.287,33.7717,-85.82251
15,8.030000000000001,1015.0,CALHOUN,AL,118572,612.287,33.7717,-85.82251
1658,8.02,30035.0,GLACIER,MT,13399,3036.924,48.70567,-112.9905
2474,8.014999999999997,47009.0,BLOUNT,TN,123010,566.547,35.68818,-83.92297
2935,8.009999999999998,51155.0,PULASKI,VA,34872,329.594,37.06338,-80.71344
1875,8.004999999999999,36009.0,CATTARAUGUS,NY,80317,1322.485,42.24485,-78.681
804,8.004999999999999,18129.0,POSEY,IN,25910,419.325,38.02761,-87.86865
2955,8.0,51197.0,WYTHE,VA,29235,464.647,36.90147,-81.0842
1501,7.994999999999999,28115.0,PONTOTOC,MS,29957,501.021,34.22708,-89.03723
2597,7.990000000000002,48065.0,CARSON,TX,6182,924.106,35.40549,-101.35535
875,7.989999999999999,19087.0,HENRY,IA,20145,436.560,40.98586,-91.54427
1366,7.98,27019.0,CARVER,MN,91042,376.112,44.82138,-93.80057
818,7.9750000000000005,18157.0,TIPPECANOE,IN,172780,503.243,40.38926,-86.89394
31,7.97,1031.0,COFFEE,AL,49948,680.495,31.40218,-85.9892
30,7.97,1031.0,COFFEE,AL,49948,680.495,31.40218,-85.9892
2015,7.965,37165.0,SCOTLAND,NC,36157,320.324,34.84002,-79.47733
2475,7.949999999999999,47011.0,BRADLEY,TN,98963,331.449,35.15391,-84.85941
456,7.945,13053.0,CHATTAHOOCHEE,GA,11267,251.166,32.34744,-84.78802
796,7.944999999999999,18113.0,NOBLE,IN,47536,417.433,41.40079,-85.41785
2689,7.94,48249.0,JIM WELLS,TX,40838,868.340,27.73351,-98.09081
2920,7.935,51119.0,MIDDLESEX,VA,10959,210.761,37.60682,-76.52795
2431,7.93,46055.0,HAAKON,SD,1937,1826.925,44.28431,-101.59179
1721,7.924999999999999,31049.0,DEUEL,NE,1941,440.712,41.11298,-102.3326
2879,7.919999999999998,51035.0,CARROLL,VA,30042,477.643,36.73242,-80.72804
2042,7.915000000000001,38019.0,CAVALIER,ND,3993,1509.960,48.76843,-98.46379
1811,7.915,33009.0,GRAFTON,NH,89118,1749.545,43.92648,-71.84226
2964,7.91,51580.0,COVINGTON,VA,5961,5.670,37.77814,-79.98603
1949,7.904999999999999,37033.0,CASWELL,NC,23719,428.252,36.39309,-79.33254
1907,7.8999999999999995,36073.0,ORLEANS,NY,42883,817.422,43.50228,-78.22972
146,7.8950000000000005,4012.0,LA PAZ,AZ,20489,4513.753,33.72762,-114.03879
652,7.890000000000001,17029.0,COLES,IL,53873,510.077,39.51368,-88.22078
2322,7.889999999999999,42071.0,LANCASTER,PA,519445,983.803,40.04199,-76.25019
1158,7.880000000000001,22005.0,ASCENSION,LA,107215,302.786,30.20294,-90.91002
586,7.880000000000001,13315.0,WILCOX,GA,9255,382.124,31.96271,-83.43826
1211,7.880000000000001,22111.0,UNION,LA,22721,905.403,32.82934,-92.37565
1036,7.879999999999999,21001.0,ADAIR,KY,18656,412.400,37.10554,-85.2814
1385,7.875,27057.0,HUBBARD,MN,20428,999.560,47.09555,-94.91329
975,7.870000000000003,20089.0,JEWELL,KS,3077,914.360,39.77701,-98.22258
805,7.870000000000001,18131.0,PULASKI,IN,13402,434.534,41.04527,-86.69253
3021,7.87,53051.0,PEND OREILLE,WA,13001,1425.242,48.54387,-117.23218
2255,7.864999999999999,41009.0,COLUMBIA,OR,49351,688.330,45.94193,-123.08107
1544,7.86,29037.0,CASS,MO,99478,702.488,38.64715,-94.35424
260,7.8549999999999995,6061.0,PLACER,CA,348432,1502.456,39.06203,-120.72271
1725,7.85,31057.0,DUNDY,NE,2008,920.854,40.18016,-101.68113
947,7.840000000000003,20033.0,COMANCHE,KS,1891,789.690,37.18907,-99.25408
204,7.835,5099.0,NEVADA,AR,8997,620.639,33.66669,-93.30507
230,7.834999999999999,6001.0,ALAMEDA,CA,1510271,821.328,37.64808,-121.9133
834,7.834999999999999,19005.0,ALLAMAKEE,IA,14330,658.771,43.27496,-91.38275
1219,7.825000000000001,22127.0,WINN,LA,15313,956.823,31.94118,-92.64126
2892,7.820000000000001,51063.0,FLOYD,VA,15279,381.292,36.93143,-80.3503
815,7.82,18151.0,STEUBEN,IN,34185,322.466,41.64343,-85.00246
1680,7.8199999999999985,30079.0,PRAIRIE,MT,1179,1742.566,46.85243,-105.3758
1091,7.8100000000000005,21111.0,JEFFERSON,KY,741096,397.682,38.18953,-85.65762
2079,7.804999999999999,38093.0,STUTSMAN,ND,21100,2297.908,46.9711,-98.95759
2907,7.8,51093.0,ISLE OF WIGHT,VA,35270,362.828,36.90141,-76.70756
2159,7.8,39147.0,SENECA,OH,56745,552.793,41.12,-83.12743
376,7.795000000000001,12027.0,DESOTO,FL,34862,639.482,27.19058,-81.80625
2078,7.789999999999999,38091.0,STEELE,ND,1975,715.464,47.45828,-97.71889
945,7.789999999999999,20029.0,CLOUD,KS,9533,717.991,39.48732,-97.64139
2294,7.780000000000001,42015.0,BRADFORD,PA,62622,1161.019,41.79149,-76.50212
1488,7.78,28089.0,MADISON,MS,95203,741.780,32.63437,-90.03416
809,7.779999999999999,18139.0,RUSH,IN,17392,408.461,39.62231,-85.46652
